edad,genero,zona,promedio_calificaciones,tasa_asistencia,reprobaciones_previas,nivel_socioeconomico,educacion_padre,educacion_madre,trabaja_estudiante,distancia_escuela,acceso_internet,actividades_extracurriculares,apoyo_familiar,incidencias_disciplinarias,cambios_escuela,beca,desercion
19,M,Rural,54.8,54.8,4,Bajo,Primaria,Primaria,1,7.1,1,0,Bajo,4,1,0,1
14,M,Urbana,57.4,61.2,4,Bajo,Secundaria,Superior,0,5.1,1,0,Bajo,2,1,0,1
19,F,Rural,47.7,72.9,1,Medio,Primaria,Primaria,0,6.0,0,1,Medio,1,0,0,0
18,F,Urbana,73.8,100.0,0,Alto,Ninguno,Primaria,0,1.7,1,1,Alto,0,0,0,0
17,F,Urbana,97.4,95.0,0,Medio,Secundaria,Superior,0,0.7,1,0,Bajo,0,0,0,0
15,M,Urbana,79.3,74.7,3,Bajo,Secundaria,Superior,0,0.7,0,1,Bajo,1,0,0,1
20,M,Urbana,91.8,100.0,0,Medio,Superior,Secundaria,0,2.3,1,1,Alto,0,0,1,0
17,F,Rural,67.9,100.0,1,Medio,Primaria,Superior,0,9.1,1,0,Alto,1,0,0,0
14,F,Rural,75.1,80.4,3,Bajo,Secundaria,Primaria,0,6.6,1,0,Medio,2,0,0,0
15,F,Urbana,76.9,99.9,2,Alto,Superior,Secundaria,0,0.9,1,1,Alto,0,0,0,1
16,F,Urbana,77.4,77.5,4,Bajo,Secundaria,Primaria,1,1.2,1,0,Medio,0,0,0,0
14,M,Urbana,74.6,100.0,0,Alto,Superior,Secundaria,0,0.2,1,1,Alto,0,0,1,0
16,F,Urbana,73.2,92.0,0,Medio,Superior,Secundaria,0,0.9,1,0,Medio,0,1,0,0
17,M,Urbana,82.9,84.4,0,Bajo,Secundaria,Superior,0,5.4,0,0,Alto,2,0,0,0
20,F,Urbana,95.4,100.0,0,Medio,Superior,Ninguno,0,6.2,1,1,Alto,0,0,0,0
14,M,Urbana,80.3,100.0,0,Medio,Secundaria,Primaria,0,0.3,1,1,Medio,0,0,0,0
18,F,Rural,54.1,66.3,4,Medio,Primaria,Superior,1,5.1,0,0,Bajo,2,1,0,1
20,F,Urbana,88.1,95.0,1,Medio,Superior,Secundaria,0,0.6,1,1,Alto,0,0,0,0
19,F,Urbana,51.5,64.0,2,Bajo,Secundaria,Primaria,0,1.9,1,0,Bajo,2,1,0,0
20,F,Urbana,69.1,86.1,1,Bajo,Secundaria,Primaria,0,0.7,1,1,Medio,1,1,1,0
15,F,Urbana,81.3,91.1,0,Medio,Primaria,Primaria,0,1.4,1,0,Medio,1,0,0,0
19,F,Urbana,78.8,67.7,2,Bajo,Primaria,Primaria,1,3.4,1,0,Bajo,2,2,0,0
20,M,Urbana,75.9,94.0,2,Bajo,Superior,Primaria,0,5.7,1,1,Medio,0,0,0,0
16,M,Urbana,71.2,94.3,1,Medio,Primaria,Secundaria,0,17.2,0,1,Medio,1,1,0,1
17,F,Rural,74.6,81.7,1,Bajo,Primaria,Secundaria,0,5.2,0,0,Alto,0,0,0,1
17,F,Rural,62.7,70.4,2,Medio,Secundaria,Secundaria,1,6.4,1,1,Bajo,2,0,0,0
17,F,Rural,44.4,57.9,3,Alto,Ninguno,Ninguno,0,8.6,0,0,Bajo,2,1,0,0
16,F,Rural,69.1,63.1,4,Alto,Superior,Ninguno,0,5.7,1,0,Bajo,2,1,0,0
20,F,Urbana,81.4,100.0,1,Bajo,Primaria,Primaria,0,5.7,0,1,Medio,0,0,0,0
20,F,Urbana,83.8,97.8,0,Medio,Primaria,Superior,0,5.7,1,0,Medio,0,0,0,0
16,F,Urbana,72.7,90.5,0,Alto,Primaria,Secundaria,0,3.4,1,1,Medio,0,0,1,0
19,F,Rural,83.7,89.3,1,Medio,Secundaria,Ninguno,0,5.4,0,0,Bajo,2,1,0,0
16,M,Rural,72.8,88.5,1,Medio,Secundaria,Secundaria,0,5.3,1,0,Alto,1,0,0,0
19,F,Urbana,65.8,96.0,1,Medio,Primaria,Secundaria,0,1.3,1,0,Bajo,0,0,0,0
18,M,Urbana,83.0,76.7,2,Bajo,Primaria,Secundaria,1,4.3,1,0,Medio,1,0,0,0
17,F,Urbana,62.6,88.7,0,Bajo,Superior,Secundaria,1,0.7,1,1,Alto,0,0,0,0
14,F,Urbana,75.6,92.9,2,Medio,Secundaria,Superior,0,2.4,1,1,Medio,0,0,0,0
18,F,Rural,70.0,82.7,3,Bajo,Secundaria,Ninguno,1,8.2,1,1,Medio,1,0,0,1
16,M,Urbana,79.1,95.9,0,Alto,Primaria,Secundaria,0,3.8,1,1,Alto,0,0,0,0
15,F,Urbana,68.7,100.0,1,Medio,Superior,Secundaria,0,1.1,1,0,Medio,0,0,0,0
15,M,Urbana,52.5,70.4,4,Bajo,Secundaria,Secundaria,1,6.6,0,0,Bajo,2,1,1,1
20,F,Urbana,80.3,86.5,1,Medio,Primaria,Primaria,1,0.1,1,1,Bajo,0,0,0,0
14,M,Urbana,83.9,93.1,2,Medio,Superior,Secundaria,0,2.7,1,0,Alto,0,0,0,0
19,M,Rural,59.2,72.2,2,Bajo,Superior,Ninguno,0,6.3,0,1,Medio,2,3,1,0
20,F,Urbana,76.5,100.0,1,Alto,Secundaria,Secundaria,0,1.2,1,1,Alto,0,0,0,0
14,F,Urbana,51.4,66.4,2,Medio,Secundaria,Secundaria,0,7.0,1,0,Bajo,1,1,0,1
18,M,Urbana,78.4,100.0,2,Medio,Primaria,Primaria,0,0.0,1,1,Bajo,1,0,0,0
18,M,Urbana,87.1,84.3,0,Alto,Secundaria,Superior,0,6.0,1,0,Alto,0,1,0,0
16,M,Urbana,53.3,85.8,2,Medio,Primaria,Superior,0,2.2,1,0,Alto,0,0,0,0
18,F,Urbana,58.3,88.4,1,Medio,Secundaria,Secundaria,0,4.3,1,1,Bajo,0,0,0,0
16,M,Urbana,73.0,96.3,1,Bajo,Primaria,Superior,0,5.4,1,1,Bajo,1,0,0,1
17,M,Urbana,74.5,80.7,2,Bajo,Primaria,Superior,0,0.7,1,1,Alto,0,0,0,0
17,M,Rural,74.2,94.9,1,Medio,Superior,Primaria,0,8.8,1,1,Medio,0,1,0,1
19,M,Rural,64.4,70.1,2,Medio,Secundaria,Secundaria,0,6.1,1,0,Medio,2,0,1,0
18,M,Rural,69.3,76.6,1,Medio,Secundaria,Secundaria,0,17.1,1,1,Bajo,1,0,0,0
16,F,Urbana,80.0,98.1,0,Medio,Primaria,Secundaria,0,3.8,1,1,Alto,0,0,1,0
20,F,Rural,59.3,71.8,3,Medio,Ninguno,Superior,0,7.9,1,1,Bajo,2,1,0,1
19,M,Rural,68.7,80.6,2,Alto,Ninguno,Secundaria,0,7.4,1,1,Medio,1,0,0,1
20,F,Urbana,79.6,100.0,0,Alto,Primaria,Ninguno,0,0.7,1,1,Medio,0,0,1,0
19,F,Urbana,67.0,96.7,1,Bajo,Primaria,Secundaria,1,1.5,0,1,Bajo,0,1,0,0
16,M,Urbana,58.1,77.7,2,Alto,Primaria,Secundaria,0,3.3,1,0,Medio,0,1,0,1
19,F,Rural,73.2,86.5,1,Alto,Secundaria,Primaria,0,10.2,1,1,Medio,0,0,0,0
16,F,Urbana,74.9,78.2,2,Bajo,Primaria,Ninguno,0,5.3,1,0,Medio,2,0,0,0
15,F,Urbana,65.6,78.5,1,Bajo,Ninguno,Primaria,0,3.7,1,0,Medio,1,0,1,0
17,M,Rural,52.0,75.2,4,Bajo,Primaria,Secundaria,0,6.3,1,0,Bajo,3,1,0,0
20,M,Urbana,91.9,96.6,0,Medio,Ninguno,Ninguno,1,4.1,1,1,Alto,0,0,0,0
17,M,Rural,86.4,77.4,0,Medio,Ninguno,Primaria,0,5.2,1,0,Medio,0,0,0,0
16,M,Rural,98.9,100.0,0,Medio,Primaria,Primaria,0,8.2,1,0,Medio,0,0,0,0
17,F,Rural,90.5,83.8,2,Medio,Secundaria,Secundaria,0,7.8,1,0,Bajo,0,1,0,0
16,F,Rural,67.7,75.6,2,Bajo,Secundaria,Primaria,1,6.3,1,1,Medio,1,0,0,0
18,F,Urbana,74.2,95.6,0,Medio,Secundaria,Ninguno,0,0.2,1,1,Alto,0,0,0,0
16,F,Urbana,81.5,95.1,0,Alto,Secundaria,Secundaria,0,0.8,0,1,Medio,0,0,0,0
17,F,Rural,79.3,100.0,0,Alto,Secundaria,Primaria,0,8.4,1,0,Alto,0,0,0,0
16,M,Rural,72.3,70.0,3,Medio,Primaria,Primaria,0,5.3,1,1,Bajo,2,1,0,0
16,M,Urbana,64.4,83.7,1,Bajo,Ninguno,Secundaria,1,8.2,1,0,Alto,0,1,0,0
20,M,Urbana,72.7,94.7,2,Bajo,Secundaria,Ninguno,0,4.1,0,0,Bajo,1,0,0,0
16,M,Urbana,59.8,70.4,3,Bajo,Primaria,Ninguno,0,11.3,0,1,Medio,1,0,0,0
14,F,Urbana,82.7,100.0,0,Medio,Primaria,Primaria,0,3.0,1,1,Medio,0,0,0,0
16,M,Urbana,56.3,56.2,4,Bajo,Superior,Primaria,0,4.2,1,1,Bajo,2,1,0,0
17,M,Rural,79.4,94.3,1,Alto,Primaria,Secundaria,0,5.8,1,1,Medio,1,0,0,0
14,M,Rural,83.2,70.0,3,Medio,Ninguno,Superior,0,6.0,1,0,Bajo,1,0,0,0
16,F,Rural,71.0,79.9,2,Medio,Superior,Primaria,0,5.2,1,0,Alto,1,0,0,1
15,F,Urbana,75.8,100.0,0,Bajo,Primaria,Secundaria,0,0.1,1,1,Alto,0,0,1,0
17,M,Urbana,80.5,100.0,0,Medio,Primaria,Superior,0,0.7,1,1,Medio,0,0,0,0
19,M,Urbana,80.1,84.1,0,Medio,Ninguno,Secundaria,0,0.2,1,1,Medio,0,0,0,0
20,M,Urbana,73.7,96.2,0,Medio,Primaria,Secundaria,0,3.7,1,1,Medio,0,0,0,0
16,F,Urbana,60.4,68.9,4,Bajo,Superior,Secundaria,0,0.2,1,1,Alto,2,1,0,0
20,M,Urbana,65.2,100.0,0,Alto,Secundaria,Secundaria,0,0.7,0,1,Medio,0,0,0,0
15,F,Urbana,77.3,100.0,0,Bajo,Primaria,Superior,0,2.2,1,1,Medio,1,0,0,0
19,F,Urbana,68.6,89.7,2,Bajo,Secundaria,Ninguno,0,0.5,1,0,Bajo,3,0,0,1
17,F,Urbana,62.1,82.1,1,Alto,Primaria,Superior,0,3.0,0,1,Bajo,2,1,0,0
19,M,Urbana,67.0,77.1,3,Bajo,Secundaria,Secundaria,0,0.9,1,1,Medio,1,0,0,0
19,M,Urbana,85.0,82.7,0,Bajo,Primaria,Secundaria,0,7.3,1,1,Medio,0,0,0,0
17,M,Urbana,89.4,91.6,1,Medio,Primaria,Secundaria,1,0.8,1,0,Alto,2,0,0,0
15,F,Urbana,66.0,84.2,3,Medio,Secundaria,Primaria,1,2.3,0,1,Alto,1,0,0,0
17,M,Urbana,76.5,76.2,1,Bajo,Superior,Ninguno,0,4.4,1,1,Medio,0,0,0,1
19,M,Urbana,58.9,76.7,2,Bajo,Superior,Superior,0,2.8,0,1,Medio,1,0,0,0
20,M,Rural,55.7,67.7,3,Bajo,Secundaria,Secundaria,1,5.5,0,0,Alto,3,1,0,0
20,F,Urbana,85.3,96.0,0,Medio,Secundaria,Superior,0,3.6,1,0,Medio,0,0,0,0
15,F,Rural,83.5,85.1,1,Bajo,Secundaria,Primaria,0,6.0,0,1,Medio,1,0,0,1
18,M,Urbana,91.9,93.4,0,Medio,Superior,Primaria,0,2.0,1,1,Medio,0,0,0,1
14,F,Rural,71.8,82.9,2,Alto,Ninguno,Primaria,1,8.4,0,0,Bajo,1,0,0,0
18,F,Rural,69.3,85.6,0,Bajo,Primaria,Primaria,0,7.1,1,1,Medio,1,0,1,0
20,F,Urbana,82.7,72.1,1,Bajo,Primaria,Secundaria,0,2.8,1,0,Medio,0,0,1,1
14,F,Rural,63.7,81.7,2,Bajo,Superior,Superior,0,6.9,1,1,Medio,1,0,0,0
18,M,Urbana,77.0,81.6,1,Bajo,Superior,Superior,0,4.5,0,1,Medio,1,0,1,0
20,F,Rural,57.8,63.8,4,Bajo,Secundaria,Secundaria,0,9.3,1,0,Bajo,3,1,0,0
19,F,Urbana,87.1,78.5,2,Medio,Primaria,Primaria,0,1.3,1,0,Bajo,1,1,0,0
16,F,Urbana,74.2,97.0,2,Bajo,Superior,Secundaria,0,1.1,1,0,Alto,0,1,1,0
14,F,Rural,80.9,88.0,4,Medio,Ninguno,Secundaria,0,6.3,1,1,Alto,0,0,0,0
20,F,Rural,71.5,87.3,2,Medio,Primaria,Secundaria,0,11.1,1,1,Alto,0,0,0,0
20,M,Urbana,92.5,100.0,0,Alto,Secundaria,Secundaria,0,8.8,1,0,Alto,0,0,1,0
18,F,Rural,65.6,56.5,6,Bajo,Secundaria,Ninguno,0,7.8,1,0,Bajo,3,3,0,0
20,F,Urbana,55.1,85.2,1,Bajo,Superior,Ninguno,0,0.2,1,1,Bajo,1,0,1,0
14,M,Urbana,85.2,100.0,0,Alto,Primaria,Superior,0,10.2,1,1,Medio,0,0,1,0
18,M,Rural,59.3,77.9,2,Bajo,Primaria,Secundaria,0,20.2,0,0,Medio,2,2,0,0
14,F,Urbana,80.9,85.2,0,Medio,Primaria,Superior,0,0.6,1,1,Alto,0,0,0,0
20,M,Urbana,74.1,80.7,1,Medio,Ninguno,Primaria,1,0.6,1,1,Bajo,3,0,0,1
18,F,Rural,68.4,83.1,1,Medio,Superior,Secundaria,0,5.9,1,1,Alto,1,0,0,0
20,F,Urbana,70.9,76.1,1,Bajo,Primaria,Primaria,1,0.2,1,1,Medio,0,0,1,1
17,F,Urbana,73.6,72.7,2,Bajo,Primaria,Superior,1,4.4,0,0,Medio,0,1,0,0
14,M,Urbana,71.4,96.8,0,Medio,Primaria,Primaria,1,2.0,0,0,Alto,0,0,0,0
14,M,Rural,76.8,86.9,1,Medio,Secundaria,Secundaria,0,5.6,1,1,Medio,0,0,1,0
16,F,Urbana,73.1,92.8,1,Medio,Superior,Primaria,0,1.2,1,1,Alto,2,0,0,0
19,F,Urbana,88.4,100.0,0,Medio,Primaria,Ninguno,0,2.0,1,0,Alto,0,0,1,0
15,M,Rural,66.2,84.8,0,Alto,Primaria,Primaria,1,9.2,0,1,Alto,2,0,1,1
19,M,Urbana,84.7,99.6,0,Alto,Superior,Secundaria,0,1.6,1,1,Alto,0,0,0,0
15,M,Urbana,69.8,84.2,0,Medio,Secundaria,Superior,0,0.3,1,1,Medio,0,0,0,0
17,F,Rural,63.6,71.8,3,Bajo,Primaria,Superior,1,5.9,1,1,Medio,1,0,0,1
15,F,Rural,97.5,100.0,0,Medio,Secundaria,Secundaria,0,5.5,1,1,Alto,0,0,1,0
17,M,Urbana,82.8,84.7,0,Medio,Superior,Secundaria,0,5.2,0,1,Medio,1,0,1,1
17,M,Rural,71.4,75.5,0,Medio,Secundaria,Secundaria,0,7.8,1,0,Medio,0,0,1,0
14,M,Rural,68.3,68.6,1,Bajo,Primaria,Ninguno,0,6.6,0,0,Medio,0,0,0,0
17,F,Urbana,84.7,92.4,2,Medio,Ninguno,Secundaria,0,3.2,0,1,Bajo,0,0,0,0
19,M,Rural,61.6,75.5,2,Bajo,Primaria,Secundaria,0,16.2,1,1,Medio,1,0,1,0
20,M,Rural,72.3,72.0,2,Bajo,Primaria,Secundaria,0,5.6,1,0,Alto,0,0,1,0
16,M,Urbana,79.1,100.0,0,Alto,Ninguno,Ninguno,0,0.5,1,1,Medio,0,0,0,0
20,F,Urbana,70.1,92.4,1,Medio,Primaria,Primaria,1,1.3,1,0,Medio,1,0,0,0
20,M,Rural,72.1,74.3,3,Medio,Ninguno,Primaria,1,7.7,1,1,Bajo,4,0,0,0
20,M,Rural,59.5,75.4,2,Medio,Primaria,Superior,0,19.5,0,0,Medio,1,0,1,1
16,F,Urbana,86.7,95.1,1,Medio,Primaria,Secundaria,1,16.9,1,1,Medio,0,1,0,0
19,M,Rural,82.2,59.6,2,Bajo,Primaria,Secundaria,0,6.2,1,1,Medio,1,0,0,1
17,M,Rural,76.7,89.0,1,Medio,Secundaria,Secundaria,0,9.0,1,1,Bajo,0,0,0,0
14,F,Rural,60.2,75.6,4,Bajo,Primaria,Secundaria,0,6.0,0,0,Bajo,4,1,0,0
15,F,Rural,77.2,89.1,2,Medio,Superior,Primaria,0,5.1,1,0,Bajo,2,0,1,0
18,M,Urbana,53.0,67.0,3,Bajo,Superior,Ninguno,0,0.8,1,1,Bajo,2,1,0,0
15,M,Urbana,92.4,88.5,0,Alto,Superior,Secundaria,0,4.9,1,0,Alto,0,0,0,0
17,M,Urbana,72.2,100.0,0,Medio,Primaria,Primaria,0,2.0,1,0,Alto,0,1,1,0
19,F,Urbana,95.8,95.8,1,Medio,Primaria,Primaria,0,0.7,1,1,Alto,1,0,0,0
15,F,Urbana,68.3,91.9,1,Bajo,Secundaria,Secundaria,0,1.5,1,1,Alto,1,0,0,0
17,F,Rural,74.8,76.5,1,Medio,Ninguno,Primaria,0,12.0,1,0,Bajo,1,0,0,0
15,F,Rural,65.9,94.3,0,Medio,Ninguno,Superior,1,8.5,1,1,Alto,0,0,1,0
17,M,Urbana,72.9,81.1,2,Medio,Ninguno,Superior,0,1.6,0,1,Medio,0,0,1,0
15,F,Rural,67.9,90.1,2,Medio,Secundaria,Superior,0,6.4,0,1,Alto,0,1,0,1
20,F,Urbana,66.8,90.6,0,Alto,Secundaria,Superior,0,0.9,1,1,Medio,0,1,0,0
14,M,Urbana,90.4,100.0,1,Medio,Primaria,Primaria,0,3.5,1,0,Medio,0,0,0,0
20,F,Urbana,64.9,90.9,1,Medio,Superior,Primaria,0,3.5,1,0,Medio,0,0,0,0
19,F,Urbana,76.6,85.5,0,Medio,Secundaria,Secundaria,0,2.9,1,0,Bajo,0,0,0,0
19,F,Urbana,71.7,92.9,0,Medio,Ninguno,Ninguno,0,0.1,1,0,Medio,0,0,0,0
19,F,Rural,90.4,99.0,0,Medio,Primaria,Superior,0,14.9,1,1,Medio,0,0,0,0
15,M,Urbana,86.2,89.4,0,Medio,Ninguno,Ninguno,0,2.3,0,1,Alto,0,0,0,0
20,M,Urbana,75.9,68.4,3,Bajo,Superior,Secundaria,1,7.8,0,0,Bajo,3,0,0,1
18,M,Urbana,73.6,98.8,0,Bajo,Secundaria,Secundaria,0,8.4,1,1,Medio,0,1,0,0
20,F,Urbana,81.6,76.4,1,Bajo,Secundaria,Superior,0,6.8,1,1,Medio,1,1,0,0
20,F,Rural,60.0,79.4,2,Alto,Secundaria,Secundaria,1,10.1,1,0,Bajo,1,0,1,0
18,M,Rural,70.1,83.3,0,Medio,Primaria,Secundaria,0,7.1,1,1,Medio,0,0,0,0
16,M,Urbana,74.9,92.5,0,Medio,Superior,Primaria,0,0.0,1,1,Medio,0,0,1,0
14,M,Urbana,73.9,99.6,0,Medio,Superior,Secundaria,0,1.5,1,0,Medio,0,0,0,0
14,F,Urbana,65.9,79.2,2,Medio,Secundaria,Secundaria,1,2.0,1,0,Bajo,2,0,0,1
16,M,Rural,62.4,79.9,2,Alto,Primaria,Secundaria,0,5.4,1,0,Bajo,1,1,0,0
19,M,Urbana,76.8,87.7,0,Alto,Ninguno,Secundaria,0,1.5,1,1,Medio,0,1,1,0
17,M,Urbana,59.3,95.8,0,Alto,Ninguno,Ninguno,0,0.3,1,0,Alto,0,0,0,0
17,F,Urbana,75.3,81.2,1,Alto,Ninguno,Primaria,0,3.7,1,1,Alto,0,1,0,0
15,M,Urbana,57.5,66.5,3,Bajo,Secundaria,Superior,0,4.2,0,0,Bajo,1,0,0,0
17,M,Urbana,70.5,92.6,1,Bajo,Secundaria,Primaria,0,5.3,1,1,Medio,0,0,0,1
18,M,Urbana,80.3,100.0,2,Medio,Superior,Secundaria,0,0.2,1,0,Alto,0,0,0,0
20,M,Rural,75.2,81.4,2,Medio,Primaria,Secundaria,0,7.0,1,0,Bajo,1,0,0,0
19,M,Urbana,73.0,81.1,1,Bajo,Primaria,Superior,0,2.5,0,1,Bajo,2,0,0,0
18,F,Urbana,64.2,67.4,3,Medio,Ninguno,Primaria,1,0.4,1,0,Bajo,3,1,0,1
20,F,Urbana,63.6,85.4,1,Bajo,Superior,Primaria,0,9.0,1,0,Bajo,1,0,0,1
16,F,Urbana,82.2,92.2,1,Bajo,Secundaria,Superior,0,2.3,1,0,Alto,0,0,0,0
20,F,Rural,79.0,78.0,3,Bajo,Primaria,Secundaria,1,6.9,0,1,Alto,1,2,0,1
16,F,Rural,68.8,85.9,2,Alto,Secundaria,Secundaria,0,8.3,1,1,Medio,1,0,0,0
14,M,Urbana,63.6,99.4,1,Medio,Secundaria,Primaria,0,3.2,1,1,Medio,0,1,0,1
16,F,Rural,64.1,73.9,2,Medio,Primaria,Primaria,1,8.2,1,1,Alto,1,1,1,0
14,M,Rural,72.4,70.3,1,Alto,Primaria,Superior,0,7.0,1,1,Bajo,1,0,0,1
14,M,Rural,64.3,78.9,2,Alto,Primaria,Secundaria,0,5.3,0,0,Bajo,1,0,1,0
20,F,Urbana,55.6,64.9,2,Medio,Primaria,Superior,1,0.6,1,1,Bajo,2,1,1,0
19,M,Urbana,64.3,76.6,2,Medio,Secundaria,Superior,0,5.2,1,0,Alto,2,0,0,1
15,M,Urbana,69.7,86.8,3,Bajo,Primaria,Secundaria,0,0.9,1,0,Alto,1,1,0,1
19,M,Rural,57.2,74.2,1,Medio,Secundaria,Secundaria,1,6.6,0,0,Medio,1,0,0,0
14,M,Urbana,67.9,78.4,1,Bajo,Secundaria,Secundaria,0,3.3,1,0,Alto,1,1,0,1
15,F,Urbana,79.2,83.2,1,Medio,Secundaria,Superior,0,2.4,1,1,Bajo,0,0,0,0
18,F,Urbana,76.6,95.7,0,Medio,Superior,Secundaria,0,13.5,1,0,Medio,0,0,0,0
16,M,Urbana,56.7,81.1,3,Bajo,Primaria,Ninguno,0,3.0,1,1,Alto,2,0,0,0
19,M,Urbana,84.5,97.2,1,Medio,Secundaria,Superior,1,0.3,0,1,Alto,1,0,0,1
20,F,Urbana,69.7,100.0,0,Medio,Ninguno,Secundaria,1,5.3,1,1,Medio,0,0,1,0
14,F,Urbana,66.3,73.5,2,Medio,Secundaria,Superior,1,2.1,0,0,Bajo,1,0,1,0
14,M,Rural,71.5,81.6,3,Bajo,Secundaria,Primaria,0,10.6,1,0,Alto,1,0,0,0
20,F,Rural,65.0,74.8,3,Bajo,Primaria,Secundaria,1,14.1,1,1,Medio,1,1,0,0
17,M,Urbana,88.0,89.7,0,Medio,Ninguno,Secundaria,0,2.3,1,0,Medio,0,0,0,0
17,M,Rural,55.7,76.0,2,Alto,Secundaria,Secundaria,0,5.1,0,0,Bajo,1,0,1,0
17,M,Urbana,63.1,85.5,1,Alto,Secundaria,Ninguno,0,1.0,1,0,Bajo,1,0,0,0
17,F,Rural,57.3,60.4,3,Bajo,Secundaria,Primaria,0,5.1,0,0,Medio,3,1,1,0
18,M,Rural,94.2,71.6,2,Medio,Primaria,Secundaria,1,7.0,1,0,Medio,3,1,1,0
18,M,Urbana,78.8,86.8,0,Medio,Secundaria,Superior,0,5.4,1,1,Bajo,2,1,1,1
15,M,Urbana,76.3,74.7,1,Alto,Secundaria,Ninguno,0,1.8,0,0,Bajo,1,0,0,1
18,M,Urbana,71.4,68.2,2,Bajo,Primaria,Primaria,0,4.9,0,1,Medio,2,1,0,0
18,F,Urbana,81.3,93.4,0,Medio,Secundaria,Secundaria,0,2.1,0,1,Medio,0,0,0,0
14,M,Urbana,94.9,100.0,0,Medio,Secundaria,Primaria,0,1.7,1,1,Medio,0,0,0,0
16,M,Urbana,54.6,86.2,2,Bajo,Secundaria,Ninguno,0,1.1,1,1,Bajo,2,0,1,1
19,F,Rural,73.9,85.3,1,Bajo,Primaria,Secundaria,0,13.4,1,1,Alto,0,0,0,0
18,F,Urbana,78.2,88.8,1,Bajo,Primaria,Secundaria,0,3.5,1,1,Alto,0,0,0,0
14,M,Urbana,91.9,100.0,0,Medio,Superior,Primaria,0,5.4,1,1,Medio,0,0,0,0
14,F,Urbana,65.6,84.6,0,Medio,Superior,Primaria,0,3.0,1,0,Medio,1,0,0,0
18,F,Urbana,72.7,98.4,0,Medio,Primaria,Superior,0,2.8,1,0,Alto,0,0,0,0
17,F,Rural,45.5,54.6,6,Bajo,Superior,Secundaria,0,6.5,0,0,Bajo,4,1,0,0
20,F,Urbana,89.8,95.2,0,Alto,Ninguno,Secundaria,0,4.4,1,1,Alto,0,0,0,0
17,F,Urbana,86.1,100.0,0,Medio,Superior,Primaria,0,1.6,1,1,Medio,0,0,1,0
20,M,Urbana,71.9,92.4,0,Alto,Primaria,Superior,0,1.7,1,1,Medio,2,0,0,1
15,M,Urbana,83.8,83.0,1,Bajo,Primaria,Superior,0,1.0,1,1,Medio,2,1,0,0
17,M,Urbana,69.1,75.0,2,Alto,Superior,Primaria,1,0.2,1,0,Bajo,1,0,0,0
14,M,Rural,78.7,99.2,1,Alto,Ninguno,Secundaria,0,6.8,1,1,Alto,1,1,0,0
18,F,Urbana,73.4,82.1,1,Alto,Secundaria,Secundaria,0,2.1,1,1,Alto,1,1,0,0
15,M,Urbana,88.4,100.0,0,Alto,Primaria,Primaria,0,0.1,1,0,Bajo,0,0,1,0
17,M,Urbana,78.8,94.3,1,Medio,Ninguno,Secundaria,0,0.2,1,1,Medio,1,0,1,0
16,F,Rural,96.8,86.6,0,Medio,Superior,Primaria,0,9.4,1,1,Alto,0,0,0,0
15,F,Urbana,68.1,88.8,1,Medio,Secundaria,Secundaria,0,8.1,1,1,Alto,1,0,0,0
14,F,Urbana,62.0,93.2,1,Medio,Superior,Superior,0,0.3,1,1,Medio,0,0,0,0
17,M,Rural,57.1,100.0,2,Alto,Superior,Primaria,0,6.7,0,1,Bajo,3,1,0,0
20,M,Rural,80.1,93.3,2,Bajo,Ninguno,Primaria,0,5.6,1,1,Medio,2,0,1,1
15,F,Urbana,71.3,85.3,0,Medio,Primaria,Primaria,0,2.2,1,1,Bajo,0,0,1,1
16,M,Rural,81.6,77.2,1,Alto,Primaria,Superior,0,5.5,1,0,Alto,2,1,1,0
15,M,Rural,60.9,76.1,3,Bajo,Secundaria,Primaria,0,20.2,0,1,Alto,1,1,0,0
19,F,Urbana,79.8,80.0,2,Bajo,Ninguno,Primaria,0,0.0,1,0,Alto,2,2,0,0
16,M,Rural,64.4,100.0,2,Bajo,Secundaria,Secundaria,0,10.1,1,0,Bajo,2,1,0,1
20,F,Urbana,83.5,85.3,0,Medio,Secundaria,Secundaria,0,4.6,1,1,Alto,0,0,0,0
15,M,Urbana,84.1,90.7,1,Alto,Primaria,Secundaria,0,1.8,1,0,Alto,0,1,1,0
14,F,Urbana,67.2,94.2,3,Bajo,Secundaria,Superior,0,0.6,1,1,Medio,0,1,1,1
18,F,Rural,77.8,92.6,1,Medio,Primaria,Ninguno,1,16.0,1,1,Alto,1,0,0,0
18,F,Urbana,79.6,91.5,1,Medio,Ninguno,Secundaria,0,1.3,1,1,Medio,0,0,0,1
20,M,Urbana,76.8,79.4,1,Medio,Primaria,Secundaria,0,1.9,0,1,Medio,0,0,0,1
20,F,Urbana,81.5,86.8,1,Medio,Ninguno,Primaria,1,1.0,0,1,Bajo,1,0,0,1
20,F,Urbana,81.2,95.8,3,Alto,Secundaria,Superior,0,3.1,1,1,Bajo,0,0,0,0
18,F,Rural,62.2,70.4,5,Bajo,Ninguno,Secundaria,1,5.9,1,1,Bajo,4,1,1,1
16,M,Rural,72.9,78.8,2,Bajo,Secundaria,Primaria,0,12.3,0,0,Medio,1,0,0,0
17,M,Urbana,69.8,92.1,0,Medio,Secundaria,Ninguno,0,3.1,1,1,Medio,0,0,1,0
14,M,Rural,76.0,91.9,1,Medio,Ninguno,Ninguno,0,18.1,1,1,Bajo,0,0,0,0
